state,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,CATEGORY
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6447,14414,9782,7825,10007,7360,19306,30557,NA,Non Tax Revenue
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177,64,95,115,149,125,132,214,179,247,196,263,219,493,372,272,293,349,NA,Non Tax Revenue
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2720,2930,6533,5816,6767,13601,11176,10145,12970,16450,19935,23135,28944,19795,30101,81705,10812,25422,NA,Non Tax Revenue
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,650,647,668,699,632,678,1136,1603,1317,1110,1220,1346,1770,3310,3999,3400,3294,NA,Non Tax Revenue
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1346,1019,1249,1473,4966,2438,2380,1340,1918,2023,1627,1862,2950,3117,3658,3213,2466,4612,NA,Non Tax Revenue
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921,1399,1464,1817,2301,3467,4189,461,627,659,633,515,381,766,644,1097,1200,1000,NA,Non Tax Revenue
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,550,626,629,643,743,153,118,1193,1300,1138,1245,1374,1584,1638,1574,2056,NA,Non Tax Revenue
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3017,3197,4150,5092,5518,6339,9609,11110,12089,13682,9972,11249,12872,16236,15291,17385,14507,17844,NA,Pension
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,71,79,109,114,183,222,238,331,398,481,555,641,924,894,882,1308,1591,NA,Pension
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1062,1011,1178,1341,1437,1769,2385,3136,3779,4264,5237,5985,6565,8287,8112,9609,9662,8697,NA,Pension
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2325,2456,2497,2789,3479,4319,6144,7808,8364,9482,11345,11850,12508,14293,16028,17110,20468,21817,NA,Pension
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,534,462,625,685,931,1234,1810,1878,2412,2752,3250,3519,3486,3924,5429,6638,6706,6609,NA,Pension
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,156,147,140,214,344,374,410,487,565,660,717,844,1164,1299,1313,1428,2195,NA,Pension
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1892,2101,2396,2979,2963,4513,5779,6145,7198,8270,9185,9963,11303,13979,18295,17663,17668,16843,NA,Pension
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902,1033,1173,1298,1614,2390,3094,3204,3636,4169,4602,5413,5659,8783,8140,8833,9900,9200,NA,Pension
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,670,912,949,1154,1348,2105,2217,2747,2855,2914,3836,4114,4709,4975,5490,6000,7082,NA,Pension
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660,730,1010,1050,1147,1495,2242,3296,3463,3592,3686,3781,4217,5408,7519,6999,8641,8589,NA,Pension
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,928,775,791,714,1126,1723,1830,2297,2931,3484,3463,3990,4135,5913,5989,6005,6560,6804,NA,Pension
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2157,2237,2496,3241,4113,3408,4070,5436,7227,9152,10118,11251,11295,11684,15109,18404,22214,23413,NA,Pension
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2601,2861,3295,4925,4686,4705,5767,8700,8867,9971,11253,13063,15277,19938,19012,19064,19412,23106,NA,Pension
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,1557,1752,1964,2433,3077,3767,4389,4947,5932,6836,7819,8793,9290,11984,12053,14841,16913,NA,Pension
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2872,3328,3543,4191,5153,6133,8884,10503,11472,12978,14258,15336,16858,18603,20490,27741,31833,34428,NA,Pension
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183,168,239,206,267,293,400,628,760,771,934,1010,1174,1324,1534,1738,1766,1913,NA,Pension
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,93,118,135,172,208,300,376,388,451,515,589,649,751,1005,1132,1208,1304,NA,Pension
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,89,77,97,126,164,250,298,371,525,545,616,761,838,970,1433,1171,1125,NA,Pension
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,179,202,260,229,279,336,587,677,695,905,1029,1093,1264,1553,1811,1980,2334,NA,Pension
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1260,1339,1485,1801,2075,3283,4011,4741,5379,5935,6417,6346,6843,8693,10520,14273,13952,17200,NA,Pension
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1514,1656,1905,2433,2830,3357,5309,5657,5966,6277,7249,7833,8773,10208,10089,10294,13000,11767,NA,Pension
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1626,1651,2116,2564,3322,4887,5151,5920,6858,7801,9629,10864,12296,13925,20396,20761,22989,25473,NA,Pension
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,42,49,50,59,126,160,174,225,261,333,402,446,505,737,911,959,966,NA,Pension
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3902,4460,5430,6017,7735,8385,11768,12597,13162,14860,17349,18246,19973,22360,29630,30202,27696,28251,NA,Pension
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4210,8217,9011,11932,11477,11833,10066,10831,NA,Pension
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,242,267,315,356,560,655,730,694,677,837,1025,1209,1579,2036,2371,2684,3161,NA,Pension
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3561,3991,4850,6136,6926,11074,12618,14127,17921,19521,22305,24150,28227,38476,44024,49603,52464,68697,NA,Pension
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,453,527,623,828,1047,1142,1135,1366,2131,2452,2628,3170,5033,5396,5507,6297,6400,NA,Pension
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3336,3641,3553,3995,4433,6511,8078,10066,11036,11638,12128,12860,13945,14588,16063,17462,19623,21263,NA,Pension
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,3,3,3,NA,Pension
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,104,120,166,289,254,296,372,384,431,540,632,746,868,982,1150,1049,NA,Pension
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15845,13391,15210,20892,18950,21627,22101,25466,26739,26255,18554,20687,21367,25722,35364,36224,32478,47583,NA,Capital Expenditure
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576,769,889,809,1401,1538,1835,2247,1567,2050,1682,3706,2786,3802,6284,4210,6689,6903,NA,Capital Expenditure
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4516,1551,2028,2406,3243,3736,2995,3740,4611,5207,6170,4920,8044,9906,14952,16671,26330,23151,NA,Capital Expenditure
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5416,4812,6551,8008,8670,10212,12489,13681,14740,17928,22128,28712,31537,33803,29759,20080,46032,41231,NA,Capital Expenditure
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2544,2268,3188,4189,3920,4293,4209,6093,7847,6582,7653,8976,10896,11370,10290,17318,14807,18623,NA,Capital Expenditure
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,598,658,708,781,1092,1297,1445,1471,1285,1346,1604,2064,2110,2918,3083,2698,4927,6915,NA,Capital Expenditure
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10598,8769,9968,9142,13156,11697,14167,19670,28623,29462,29994,31017,31903,40642,45222,43661,37647,56568,NA,Capital Expenditure
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3035,2190,3276,4553,5833,7305,6124,7737,8440,7042,6914,22850,13654,17492,21841,25489,23150,23003,NA,Capital Expenditure
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2242,2120,2447,2322,3054,2880,2885,3431,4540,3919,4424,4956,9061,7358,8230,8889,9875,9701,NA,Capital Expenditure
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2939,3743,3806,5361,6303,7419,7102,7176,6661,5925,6547,9023,10427,13662,11054,12013,40832,39502,NA,Capital Expenditure
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3217,3661,4492,5264,5162,5486,6259,5015,7002,6632,8247,17884,14191,16754,15132,14276,12186,15522,NA,Capital Expenditure
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9315,6932,10649,10656,12380,15427,17900,20641,20308,21459,25011,25480,37505,44028,50229,49468,50230,58302,NA,Capital Expenditure
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3106,2691,2335,3801,4330,4701,6100,7745,8544,8884,8189,12417,16061,17086,18251,18451,20315,27162,NA,Capital Expenditure
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11386,8412,7854,9664,10516,14136,15044,27965,20529,19894,29333,24854,37154,38240,40661,41162,43085,57447,NA,Capital Expenditure
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21622,16397,14456,15460,23375,22515,23696,25174,25466,31927,29492,33951,43713,43604,61711,63011,101665,104829,NA,Capital Expenditure
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949,738,1211,1427,1782,1711,2037,1857,1677,1454,1606,1686,1751,1827,2186,1822,4993,5854,NA,Capital Expenditure
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,333,413,517,750,651,757,1110,1124,1259,1377,1607,1735,1335,1903,1402,2830,3367,NA,Capital Expenditure
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,584,578,651,555,826,739,762,827,719,1052,1006,1251,2297,2153,1736,1792,1833,NA,Capital Expenditure
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591,748,863,991,1060,1268,1388,1573,1593,1477,1324,1577,1588,1821,2238,1962,2708,3122,NA,Capital Expenditure
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3513,2143,3574,5121,5483,5249,6683,7445,9018,10513,14462,20308,21862,25674,28592,26030,30136,50433,NA,Capital Expenditure
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796,2244,7753,3458,4217,3900,4163,3765,5049,6016,6603,12858,49761,9789,11509,30283,20202,33022,NA,Capital Expenditure
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9001,5721,6902,8630,8673,8618,8830,11719,17802,18591,21764,63547,34960,33631,37666,35590,34877,42167,NA,Capital Expenditure
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438,378,366,471,688,772,530,714,919,1011,1094,857,984,1866,1714,1151,1778,2198,NA,Capital Expenditure
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12625,6736,12882,12773,14133,13355,17965,25627,24328,24368,28583,27902,54924,35677,45816,47506,60222,67846,NA,Capital Expenditure
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11583,21556,40253,34661,38239,34051,32645,61343,NA,Capital Expenditure
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,910,819,1041,1382,1544,1265,1629,1815,1876,3148,3657,3830,2085,1980,1599,2417,2651,NA,Capital Expenditure
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14514,13222,19284,22081,28429,31742,26910,29827,32997,42573,64581,84983,88138,52666,89483,84519,94788,144540,NA,Capital Expenditure
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,2053,2039,2720,2493,2640,2389,3257,5256,5307,5984,6297,6247,7712,8425,7671,10152,12264,NA,Capital Expenditure
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5348,9471,7042,8330,9320,9634,8424,10505,13247,16716,19391,22624,23630,38954,45364,41790,36498,65291,NA,Capital Expenditure
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7047,4626,5211,8389,8599,11025,11143,8438,9199,11685,7431,8843,7961,7173,9304,11549,12785,17201,NA,Capital Expenditure
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,460,387,386,502,521,534,505,568,798,609,671,965,955,1089,1209,1200,NA,Capital Expenditure
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5414,7662,9904,12774,10366,13793,11123,13722,15149,15280,11405,14172,15181,13491,19976,12242,18797,31198,NA,Capital Outlay
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375,438,586,727,1290,1094,1666,2066,1206,1680,1483,1993,1544,3188,5727,3693,6189,6328,NA,Capital Outlay
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2181,1085,1453,1688,2373,2629,2001,2506,2617,3207,3912,2691,5502,7693,11034,13185,23838,19491,NA,Capital Outlay
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1205,2084,5211,6104,6436,7332,9196,8852,9585,14001,18150,23966,27208,28907,21058,12304,37748,30788,NA,Capital Outlay
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1279,1487,2198,3131,2940,2745,2952,4056,4919,4574,6621,7945,9471,10001,8903,8566,10681,13839,NA,Capital Outlay
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,426,580,626,689,897,1085,1221,1184,942,1010,1236,1622,1639,2094,2160,1659,4047,5920,NA,Capital Outlay
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4100,6959,7845,6801,10220,8047,9684,13812,21227,22677,24158,24169,22355,26313,28062,25651,28454,30816,NA,Capital Outlay
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,1612,2428,3426,4502,5218,4031,5372,5762,3935,3716,6908,6863,13538,15307,17666,5065,9318,NA,Capital Outlay
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654,821,1110,1413,2079,1943,1789,1810,1955,1856,2473,2864,3499,3756,4584,5174,6118,6013,NA,Capital Outlay
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2536,3362,3330,4785,5653,6613,6064,5899,5224,4507,5134,7331,8286,10353,8414,9944,36461,35435,NA,Capital Outlay
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2222,2750,3748,3903,3753,4273,3159,4218,4729,5543,8159,10778,11953,10711,9879,8070,9661,NA,Capital Outlay
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4674,5822,8543,8649,9870,12137,13355,15506,15478,16947,19622,20713,28150,30667,34659,35529,37146,41358,NA,Capital Outlay
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,817,903,1475,1696,2059,3364,3853,4603,4294,4255,7500,10126,8749,7431,8455,9391,12596,NA,Capital Outlay
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4951,6623,5170,6833,6713,7925,8800,9055,11567,10813,11878,16835,27288,30913,29424,29242,29671,40667,NA,Capital Outlay
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7877,10078,10092,11490,18873,17429,17963,17880,17398,20020,19523,22793,25549,26842,35049,36416,41276,55613,NA,Capital Outlay
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,616,867,1108,1467,1588,1918,1697,1502,1292,1332,1238,1494,1428,1731,1155,4541,5526,NA,Capital Outlay
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246,259,320,392,531,481,575,855,928,1075,1118,1111,1290,983,1417,940,2383,2817,NA,Capital Outlay
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,330,451,466,544,441,573,615,495,608,599,928,711,911,1996,1868,1373,1415,1417,NA,Capital Outlay
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379,518,710,821,853,990,1123,1249,1255,1207,1023,1059,1074,1275,1596,1206,2175,2361,NA,Capital Outlay
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1056,1038,1451,2843,3779,3648,4285,4496,5622,7756,11075,17090,18471,21109,23482,20277,19298,25788,NA,Capital Outlay
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,682,1517,2587,2192,2858,2166,2384,1598,1916,2201,3118,3059,4346,2352,2412,17828,6822,14134,NA,Capital Outlay
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3488,4294,4809,6556,5900,5175,5251,7119,10684,13665,16103,21985,16980,20623,19638,14718,16799,24216,NA,Capital Outlay
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,346,326,415,612,649,451,616,842,912,981,634,720,1507,1291,721,1696,2076,NA,Capital Outlay
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4564,4055,5952,7462,9104,8573,12436,16336,14568,17173,17803,18995,20709,20203,24311,25632,37734,42181,NA,Capital Outlay
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8373,13590,33371,23902,22641,16859,10561,29047,NA,Capital Outlay
Tripura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,637,744,722,924,1202,1332,1058,1397,1483,1641,2832,3188,3303,1777,1481,883,1768,1958,NA,Capital Outlay
Uttar Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5653,8711,13984,16950,22346,25091,20273,21574,23834,32863,53297,64423,69789,39088,62463,59998,68254,113768,NA,Capital Outlay
Uttarakhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1127,1705,1699,2235,2016,2137,1855,2317,3542,3712,4939,4217,4954,5914,6184,5414,7609,8973,NA,Capital Outlay
West Bengal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1835,1653,2018,2688,3705,3011,2226,2764,4547,6927,9879,12420,11336,19368,23717,15971,14518,32774,NA,Capital Outlay
Delhi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1426,1502,1783,3764,3995,4717,3985,4004,4177,4707,4404,4723,3754,3243,3266,5472,5415,10557,NA,Capital Outlay
Puducherry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,289,360,275,261,369,371,375,315,363,614,439,447,394,313,327,363,315,NA,Capital Outlay
Andhra Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13821,14900,18654,24471,31436,30279,39132,45396,49435,53736,54918,57520,62800,72856,76759,78797,88577,113434,NA,Social Sector Expenditure
Arunachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,742,843,953,1280,1767,1568,2158,1938,2554,3055,3358,4148,5476,6372,5678,6633,6514,NA,Social Sector Expenditure
Assam,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4775,4452,5220,6056,6760,9160,10243,11189,12303,14508,20397,20218,26363,27844,30245,37051,55809,47878,NA,Social Sector Expenditure
Bihar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6117,8663,11127,13815,16337,17867,19370,24046,30744,34921,42416,52710,60567,68232,75530,71949,127751,116304,NA,Social Sector Expenditure
Chhattisgarh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3635,4295,5707,6947,8874,11678,11824,14807,16968,21055,23677,27500,31898,35128,32448,39224,45241,45668,NA,Social Sector Expenditure
Goa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,880,1010,1124,1455,1793,2088,2303,2496,2919,3172,3677,3946,5007,5144,5080,7400,9140,NA,Social Sector Expenditure
Gujarat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10127,10995,13104,14893,18175,23169,28593,30346,38064,41878,47259,53459,56037,60617,66841,71782,79937,81560,NA,Social Sector Expenditure
Haryana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3497,4742,5605,7343,9814,13359,13636,16270,18988,18100,22042,25505,30505,35435,38815,45550,45862,52785,NA,Social Sector Expenditure
Himachal Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328,2804,3334,3736,4570,4913,6022,5998,7099,7891,9072,9966,12024,12635,14212,14847,18127,18660,NA,Social Sector Expenditure
Jammu & Kashmir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3104,4030,4348,5108,5609,6898,7432,8738,9117,9810,11557,15721,16020,18579,23568,23711,36442,45158,NA,Social Sector Expenditure
Jharkhand,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5127,6156,7392,7984,9870,10036,12304,10721,12025,11711,17736,21898,29554,29352,30220,32816,41366,46661,NA,Social Sector Expenditure
Karnataka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9764,11675,14407,17644,20445,25104,28685,32373,37829,41588,51509,59433,70665,76437,90875,87834,87936,92038,NA,Social Sector Expenditure
Kerala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7344,7524,7189,9010,10859,12034,13623,18740,21646,23953,28514,33088,39058,40844,43871,38543,48117,63283,NA,Social Sector Expenditure
Madhya Pradesh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7268,9426,10658,12600,14687,17631,23450,27131,33368,35741,44384,55552,65249,74636,76630,85162,90487,102721,NA,Social Sector Expenditure
Maharashtra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20433,24268,28276,29721,36500,47358,53834,61134,70028,78197,88321,93316,104677,106624,126835,144035,174631,193270,NA,Social Sector Expenditure
Manipur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,873,939,1041,1179,1448,1535,1934,2018,2051,2107,3129,3072,3302,4298,4468,4634,11154,13720,NA,Social Sector Expenditure
Meghalaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,767,873,1039,1225,1402,1752,2342,2309,2716,3302,3237,4895,4575,5242,4898,7630,7909,NA,Social Sector Expenditure
Mizoram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,647,722,798,940,1151,1465,1596,1641,2118,2298,2902,2891,3077,3814,4064,4493,5191,4530,NA,Social Sector Expenditure
Nagaland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,804,914,1053,1119,1169,1579,1606,1969,2150,2504,2725,3583,4480,4172,4405,5221,6130,NA,Social Sector Expenditure
Odisha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4598,5386,6126,8196,11091,12517,15241,18051,19659,24810,29249,36253,39639,45162,54094,61036,63913,71238,NA,Social Sector Expenditure
Punjab,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3747,4052,4706,4991,6862,7112,8346,9974,12563,13084,15507,16284,48269,17390,21073,21655,30097,37011,NA,Social Sector Expenditure
Rajasthan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9845,10920,12580,14683,19427,21575,22788,27845,33698,41899,54816,62258,67522,76233,84468,87068,103082,115375,NA,Social Sector Expenditure
Sikkim,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,501,547,663,816,1010,1063,1450,1391,1691,1773,1604,1838,2274,2601,2720,3681,3686,NA,Social Sector Expenditure
Tamil Nadu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13617,14297,16921,19994,26890,29345,36493,41897,46753,55118,62758,70058,69689,71793,86229,86392,114429,123029,NA,Social Sector Expenditure
Telangana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24434,42510,47949,50204,56887,57910,70078,98425,NA,Social Sector Expenditure
